Farm_ID,Current_Crop,Farm_Area(acres),Irrigation_Type,Soil_Type,Season,Previous_Crop_1,Previous_Crop_2,Previous_Crop_3,Rotation_Health_Score,Fertilizer_Used(tons),Pesticide_Used(kg),Water_Usage(cubic meters),Yield(tons),Organic_Matter_Content(%),Soil_pH,Chemical_Free_Days,Sustainability_Score,Fertilizer_Category,Pesticide_Category,Current_Fertilizer,Current_Pesticide,Sustainable_Recommendations
F0978,Rice,32.78,Manual,Clay,Rabi,Maize,Rice,Rice,35.0,1.34,0.1,9296.75,10.48,4.59,7.29,266,92.47,Chemical,Mixed,NPK,Limited Chemical + Neem,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0979,Barley,246.26,Rain-fed,Sandy,Rabi,Maize,Barley,Maize,35.0,1.96,3.57,20949.2,55.69,3.9,6.54,271,57.49,Chemical,Organic,MOP,Herbal Pesticides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F0980,Potato,447.83,Flood,Sandy,Rabi,Maize,Wheat,Soybean,80.0,6.98,3.19,118372.88,121.83,3.6,5.92,175,23.05,Chemical,Chemical,Urea,Chemical Fungicides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0981,Barley,141.04,Sprinkler,Peaty,Rabi,Potato,Maize,Barley,52.5,3.19,1.77,23716.59,27.48,1.86,6.26,148,67.05,Mixed,Chemical,DAP + Vermicompost,Chemical Herbicides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0982,Carrot,152.0,Sprinkler,Loamy,Zaid,Soybean,Maize,Maize,62.5,1.89,1.97,34383.5,44.78,2.95,6.62,180,65.81,Organic,Chemical,Green Manure,Chemical Fungicides,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0983,Rice,64.33,Sprinkler,Peaty,Kharif,Wheat,Legumes,Legumes,72.5,2.9,0.64,13744.4,13.72,1.23,6.18,288,81.38,Organic,Chemical,Compost,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0984,Barley,115.01,Manual,Sandy,Zaid,Maize,Potato,Soybean,80.0,0.91,1.62,34009.43,28.83,2.29,6.56,4,72.36,Chemical,Organic,NPK,Neem Extract,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0985,Rice,266.82,Manual,Loamy,Zaid,Rice,Wheat,Legumes,62.5,6.39,1.27,73704.31,90.89,1.3,6.0,114,46.9,Organic,Chemical,Compost,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0986,Soybean,300.97,Drip,Peaty,Zaid,Rice,Maize,Wheat,80.0,8.21,2.82,53402.12,62.23,3.56,7.44,346,33.64,Organic,Chemical,Compost,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0987,Rice,284.63,Sprinkler,Clay,Rabi,Maize,Rice,Wheat,52.5,5.77,3.52,55003.29,69.57,4.82,6.11,146,34.21,Chemical,Chemical,MOP,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F0988,Wheat,391.74,Flood,Sandy,Rabi,Potato,Wheat,Soybean,62.5,4.03,4.31,114136.77,84.63,2.85,7.37,112,25.62,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F0989,Carrot,381.93,Flood,Clay,Zaid,Carrot,Carrot,Maize,35.0,8.7,3.76,99640.5,116.16,1.17,6.43,4,17.62,Chemical,Chemical,Urea,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F0990,Soybean,475.52,Flood,Sandy,Zaid,Maize,Soybean,Soybean,65.0,10.0,5.0,155106.29,91.58,1.85,7.12,171,3.54,Chemical,Chemical,DAP,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F0991,Tomato,32.7,Sprinkler,Sandy,Kharif,Maize,Soybean,Tomato,62.5,0.5,0.78,7419.72,10.33,2.96,7.25,59,91.05,Organic,Chemical,Bio-fertilizer,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0992,Potato,317.5,Drip,Peaty,Rabi,Potato,Wheat,Wheat,35.0,5.03,4.52,47058.56,63.48,2.54,6.87,285,33.47,Chemical,Chemical,NPK,Chemical Herbicides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0993,Carrot,307.48,Sprinkler,Silty,Kharif,Wheat,Soybean,Maize,80.0,8.82,4.56,61866.95,125.9,3.67,7.38,184,20.4,Chemical,Chemical,DAP,Synthetic Insecticides,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F0994,Potato,361.37,Manual,Clay,Kharif,Soybean,Wheat,Potato,62.5,8.13,4.93,105034.51,77.17,1.88,6.8,225,12.91,Chemical,Organic,DAP,Neem Extract,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0995,Wheat,337.64,Drip,Loamy,Rabi,Rice,Wheat,Rice,35.0,8.99,3.61,42797.29,90.41,3.33,6.78,173,29.93,Chemical,Chemical,Urea,Chemical Herbicides,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F0996,Rice,93.45,Flood,Loamy,Zaid,Maize,Rice,Maize,35.0,2.32,0.72,32817.55,33.08,4.12,6.38,63,75.93,Chemical,Chemical,NPK,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F0997,Sugarcane,381.07,Drip,Peaty,Kharif,Sugarcane,Soybean,Sugarcane,45.0,8.92,4.14,48816.48,173.51,4.85,7.17,364,25.24,Mixed,Organic,NPK + Bio-fertilizer,Biological Control,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0998,Barley,237.31,Drip,Loamy,Rabi,Potato,Barley,Barley,35.0,4.85,1.96,36143.96,50.32,4.38,5.93,85,55.44,Chemical,Chemical,Urea,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0999,Maize,300.7,Sprinkler,Peaty,Kharif,Potato,Potato,Potato,35.0,4.15,3.34,65041.51,92.16,4.33,7.3,193,38.16,Chemical,Chemical,MOP,Chemical Fungicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F1000,Soybean,380.88,Sprinkler,Silty,Rabi,Soybean,Maize,Rice,72.5,3.36,4.91,68107.73,55.41,4.47,5.83,130,32.3,Chemical,Organic,MOP,Neem Extract,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F1001,Potato,268.96,Sprinkler,Sandy,Kharif,Soybean,Maize,Potato,62.5,7.09,1.96,46113.6,58.42,2.94,7.39,243,45.73,Chemical,Chemical,Urea,Chemical Fungicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F1002,Carrot,156.33,Manual,Loamy,Zaid,Carrot,Soybean,Carrot,45.0,2.19,1.13,44633.46,40.52,4.27,6.04,124,68.6,Chemical,Chemical,NPK,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F1003,Soybean,62.38,Drip,Sandy,Zaid,Maize,Maize,Rice,62.5,0.5,0.83,10428.41,12.98,2.79,6.57,359,89.38,Mixed,Chemical,NPK + Bio-fertilizer,Chemical Fungicides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1004,Sugarcane,388.66,Manual,Silty,Rabi,Sugarcane,Sugarcane,Wheat,35.0,10.0,5.0,83461.32,151.77,3.87,5.98,175,9.0,Organic,Chemical,Vermicompost,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1005,Wheat,273.48,Flood,Loamy,Zaid,Wheat,Wheat,Wheat,17.5,6.7,4.39,69030.45,68.78,2.39,5.52,110,23.89,Chemical,Mixed,NPK,Integrated Pest Management,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F1006,Potato,390.85,Rain-fed,Loamy,Rabi,Wheat,Potato,Potato,35.0,8.05,5.0,35576.39,72.4,2.03,6.24,162,25.79,Chemical,Chemical,DAP,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F1007,Carrot,61.29,Sprinkler,Sandy,Kharif,Carrot,Carrot,Maize,35.0,0.87,0.26,11655.53,15.46,1.75,7.34,296,92.14,Chemical,Chemical,NPK,Chemical Fungicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F1008,Rice,142.54,Drip,Loamy,Zaid,Maize,Rice,Maize,35.0,3.85,0.42,19739.93,39.98,3.24,6.53,56,78.0,Organic,Chemical,Vermicompost,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1009,Cotton,449.5,Rain-fed,Clay,Rabi,Soybean,Wheat,Wheat,62.5,6.16,5.0,42823.48,59.87,3.63,7.33,330,27.69,Mixed,Organic,NPK + Bio-fertilizer,Herbal Pesticides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1010,Wheat,191.4,Sprinkler,Clay,Rabi,Soybean,Potato,Potato,62.5,4.32,2.52,34128.89,39.94,2.61,5.71,77,52.7,Chemical,Organic,NPK,Neem Extract,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F1011,Soybean,148.58,Rain-fed,Clay,Rabi,Rice,Soybean,Maize,72.5,2.41,0.93,16202.73,36.18,1.64,5.67,217,79.59,Organic,Mixed,Vermicompost,Limited Chemical + Neem,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1012,Sugarcane,18.45,Manual,Loamy,Zaid,Soybean,Potato,Sugarcane,62.5,1.03,0.29,4059.72,8.36,3.73,7.35,346,94.15,Organic,Chemical,Vermicompost,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1013,Potato,469.35,Manual,Peaty,Kharif,Wheat,Soybean,Potato,62.5,9.32,5.0,138769.03,128.12,4.07,5.63,294,6.27,Chemical,Mixed,DAP,Limited Chemical + Neem,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F1014,Cotton,454.09,Drip,Peaty,Zaid,Cotton,Cotton,Wheat,35.0,5.59,4.7,78230.11,59.01,2.61,5.69,51,23.57,Chemical,Chemical,DAP,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F1015,Potato,370.77,Manual,Peaty,Kharif,Soybean,Soybean,Maize,72.5,9.98,2.94,77129.23,68.58,4.93,6.93,32,24.59,Organic,Organic,Compost,Neem Extract,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1016,Cotton,486.58,Drip,Clay,Rabi,Maize,Soybean,Soybean,72.5,10.0,4.78,85693.78,89.53,4.02,7.0,287,11.36,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F1017,Carrot,400.03,Rain-fed,Peaty,Rabi,Wheat,Carrot,Soybean,62.5,4.21,5.0,45388.15,160.41,3.34,5.52,303,32.85,Organic,Chemical,Bio-fertilizer,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1018,Tomato,373.28,Rain-fed,Loamy,Zaid,Soybean,Tomato,Soybean,55.0,9.77,4.67,31320.29,166.93,4.67,7.1,173,27.73,Organic,Chemical,Compost,Synthetic Insecticides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1019,Rice,359.62,Sprinkler,Loamy,Rabi,Maize,Rice,Rice,35.0,4.32,5.0,76005.53,112.2,2.23,7.2,53,25.05,Chemical,Chemical,DAP,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F1020,Carrot,287.89,Flood,Sandy,Kharif,Carrot,Soybean,Soybean,55.0,7.44,1.66,91496.96,128.71,3.6,6.93,82,37.94,Chemical,Chemical,Urea,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F1021,Potato,483.3,Drip,Sandy,Zaid,Soybean,Potato,Wheat,62.5,3.86,2.43,80055.51,156.24,3.99,6.67,68,42.72,Organic,Chemical,Green Manure,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1022,Cotton,187.95,Flood,Silty,Zaid,Maize,Wheat,Maize,52.5,5.26,2.39,57439.04,34.24,1.8,5.64,163,43.62,Chemical,Chemical,Urea,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F1023,Cotton,449.31,Rain-fed,Peaty,Rabi,Cotton,Wheat,Cotton,35.0,8.64,2.66,44529.39,67.21,4.62,6.4,132,36.79,Mixed,Chemical,NPK + Bio-fertilizer,Synthetic Insecticides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1024,Rice,50.51,Drip,Loamy,Rabi,Maize,Maize,Rice,35.0,1.24,0.8,7985.05,14.47,4.37,6.91,151,87.51,Chemical,Organic,NPK,Herbal Pesticides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F1025,Tomato,65.76,Flood,Peaty,Zaid,Soybean,Wheat,Tomato,62.5,1.32,0.5,19441.49,21.39,1.7,6.38,330,85.72,Chemical,Chemical,NPK,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F1026,Potato,495.67,Manual,Silty,Zaid,Soybean,Wheat,Soybean,72.5,10.0,4.1,136126.36,104.92,4.03,6.46,160,9.71,Chemical,Chemical,NPK,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F1027,Barley,188.32,Flood,Sandy,Zaid,Maize,Barley,Barley,35.0,2.49,1.99,58355.62,41.04,3.29,7.1,66,56.44,Mixed,Chemical,NPK + Bio-fertilizer,Chemical Fungicides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1028,Barley,169.28,Rain-fed,Loamy,Kharif,Potato,Soybean,Maize,80.0,5.19,1.29,19635.34,35.44,1.1,7.22,307,66.14,Chemical,Chemical,Urea,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F1029,Sugarcane,411.48,Manual,Peaty,Rabi,Soybean,Soybean,Wheat,72.5,7.53,5.0,96570.07,171.88,1.51,6.56,292,12.83,Chemical,Organic,Urea,Biological Control,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F1030,Rice,28.93,Rain-fed,Clay,Kharif,Rice,Rice,Maize,35.0,1.01,0.68,2359.66,7.04,1.4,5.78,150,91.54,Organic,Organic,Bio-fertilizer,Biological Control,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1031,Rice,439.85,Flood,Silty,Zaid,Rice,Legumes,Maize,62.5,5.0,5.0,134089.67,158.87,2.0,7.06,107,16.61,Chemical,Chemical,NPK,Chemical Fungicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F1032,Carrot,164.6,Drip,Peaty,Rabi,Maize,Soybean,Maize,62.5,5.0,1.11,28383.65,51.96,4.32,6.65,85,65.29,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F1033,Cotton,208.55,Flood,Silty,Rabi,Soybean,Maize,Soybean,72.5,3.63,1.84,67637.33,30.06,2.02,7.36,40,51.86,Chemical,Organic,Urea,Biological Control,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F1034,Sugarcane,20.31,Sprinkler,Peaty,Rabi,Sugarcane,Wheat,Potato,52.5,0.5,0.1,4602.04,9.02,2.08,6.81,309,97.74,Chemical,Mixed,NPK,Integrated Pest Management,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F1035,Cotton,110.6,Drip,Loamy,Zaid,Wheat,Maize,Cotton,52.5,1.04,1.82,16308.2,15.94,3.72,6.18,84,76.31,Chemical,Mixed,Urea,Limited Chemical + Neem,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F1036,Cotton,96.38,Sprinkler,Clay,Zaid,Soybean,Maize,Cotton,62.5,0.5,1.42,18286.89,12.33,4.73,6.68,68,81.41,Organic,Chemical,Green Manure,Chemical Fungicides,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1037,Carrot,499.93,Drip,Silty,Zaid,Wheat,Wheat,Maize,52.5,10.0,5.0,78771.23,151.83,3.53,6.21,68,9.88,Organic,Organic,Compost,Biological Control,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1038,Barley,391.57,Manual,Sandy,Zaid,Barley,Barley,Barley,17.5,8.54,1.41,79441.84,76.84,4.75,6.96,147,39.48,Chemical,Chemical,MOP,Chemical Herbicides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F1039,Wheat,148.22,Manual,Loamy,Zaid,Potato,Wheat,Rice,52.5,1.81,1.22,34979.63,34.33,3.46,6.45,140,72.56,Chemical,Chemical,DAP,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F1040,Sugarcane,455.36,Rain-fed,Sandy,Zaid,Sugarcane,Potato,Sugarcane,35.0,5.9,3.04,40301.68,150.7,3.04,5.63,259,41.46,Mixed,Mixed,NPK + Bio-fertilizer,Limited Chemical + Neem,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1041,Rice,61.5,Manual,Sandy,Kharif,Legumes,Legumes,Rice,55.0,1.12,0.3,15243.74,17.9,3.02,7.25,106,89.57,Chemical,Organic,Urea,Biological Control,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F1042,Barley,399.56,Rain-fed,Peaty,Kharif,Barley,Potato,Barley,35.0,10.0,2.54,35432.52,79.86,2.63,5.92,28,37.43,Chemical,Chemical,MOP,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F1043,Soybean,497.08,Sprinkler,Silty,Zaid,Rice,Soybean,Maize,72.5,10.0,5.0,111655.57,124.3,2.02,6.88,153,5.62,Chemical,Chemical,DAP,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F1044,Maize,32.58,Flood,Peaty,Kharif,Maize,Soybean,Soybean,55.0,0.5,0.1,11435.05,14.81,1.58,5.64,93,95.13,Organic,Chemical,Green Manure,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1045,Tomato,262.75,Drip,Silty,Rabi,Wheat,Maize,Tomato,52.5,4.51,3.27,47202.44,88.36,3.21,6.99,297,41.92,Chemical,Chemical,NPK,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F1046,Carrot,441.99,Drip,Silty,Zaid,Maize,Carrot,Carrot,35.0,5.73,2.87,54573.93,177.17,1.57,6.58,65,38.93,Chemical,Organic,Urea,Herbal Pesticides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F1047,Barley,353.44,Flood,Silty,Kharif,Soybean,Soybean,Soybean,65.0,9.13,4.14,108553.52,53.51,1.31,5.76,270,14.03,Chemical,Chemical,MOP,Synthetic Insecticides,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F1048,Potato,387.79,Sprinkler,Peaty,Zaid,Wheat,Potato,Soybean,62.5,7.91,2.8,71099.91,87.83,3.08,6.46,93,30.36,Chemical,Organic,NPK,Biological Control,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F1049,Soybean,160.45,Sprinkler,Silty,Zaid,Soybean,Maize,Maize,55.0,3.24,1.02,35874.7,27.98,1.49,6.65,62,69.01,Chemical,Chemical,NPK,Chemical Fungicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F1050,Wheat,292.0,Sprinkler,Clay,Kharif,Potato,Rice,Rice,52.5,4.53,3.69,60949.28,86.94,3.52,7.46,199,35.77,Organic,Organic,Vermicompost,Neem Extract,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1051,Sugarcane,243.45,Flood,Clay,Rabi,Soybean,Wheat,Potato,80.0,5.72,1.89,70230.48,105.99,1.97,6.8,113,44.24,Organic,Chemical,Bio-fertilizer,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1052,Soybean,46.06,Rain-fed,Peaty,Zaid,Wheat,Soybean,Rice,72.5,0.93,0.16,4840.07,10.01,1.74,5.54,174,94.94,Chemical,Chemical,MOP,Chemical Fungicides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F1053,Soybean,297.27,Drip,Sandy,Zaid,Soybean,Wheat,Rice,72.5,6.95,2.64,45978.54,69.49,2.19,6.82,244,39.97,Organic,Mixed,Green Manure,Limited Chemical + Neem,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F1054,Cotton,121.72,Rain-fed,Clay,Kharif,Cotton,Soybean,Wheat,62.5,3.24,0.86,11177.81,19.28,1.14,5.8,182,79.24,Chemical,Organic,NPK,Herbal Pesticides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F1055,Sugarcane,168.37,Rain-fed,Silty,Zaid,Sugarcane,Sugarcane,Potato,35.0,2.27,1.0,14190.97,58.8,1.3,5.6,352,80.13,Chemical,Chemical,MOP,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F1056,Maize,463.87,Flood,Loamy,Kharif,Potato,Maize,Soybean,62.5,5.94,2.84,159309.8,148.02,1.22,7.17,195,26.66,Chemical,Chemical,MOP,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F1057,Barley,188.58,Flood,Peaty,Zaid,Soybean,Barley,Soybean,55.0,3.89,1.61,50344.16,29.75,4.91,5.61,125,57.03,Chemical,Organic,Urea,Biological Control,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
